genres,title,authors,rating,reviews,description,pages
"['Fantasy', 'Fiction']",Last Argument of Kings,['Joe Abercrombie'],4.28,124627,"The end is coming. Logen Ninefingers might only have one more fight in him but it's going to be a big one. Battle rages across the North, the King of the Northmen still stands firm, and there's only one man who can stop him. His oldest friend, and his oldest enemy. It's past time for the Bloody-Nine to come home. With too many masters and too little time, Superior Glokta i",536
"['Historical', 'Historical Fiction']",Trinity,['Leon Uris'],4.26,21261,"Leon Uris’s beloved Irish classic, available in Avon mass market. From the acclaimed author who enthralled the world with Exodus, Battle Cry, QB VII, Topaz, and other beloved classics of twentieth-century fiction comes a sweeping and powerful epic adventure that captures the ""terrible beauty"" of Ireland during its long and bloody struggle for freedom. It is the electrifyin",912
"['Romance', 'Womens Fiction']",Bet Me,['Jennifer Crusie'],3.93,89833,"Minerva Dobbs knows that happily-ever-after is a fairy tale, especially with a man who asked her to dinner to win a bet. Even if he is gorgeous and successful Calvin Morrisey. Cal knows commitment is impossible, especially with a woman as cranky as Min Dobbs. Even if she does wear great shoes and keeps him on his toes. When they say good-bye at the end of their evening, th",432
"['Romance', 'Historical Romance']","Whitney, My Love",['Judith McNaught'],4.13,33466,"Fresh from her triumphs in Paris society, Whitney Stone returns to England determined to win the heart of her childhood love. However, in order to save himself from ruin, her father has come to an arrangement with the arrogant Duke of Claymore, and Whitney is the price.--This text refers to an out of print or unavailable edition of this title.",708
"['Fiction', 'Cultural']",Out,"['Natsuo Kirino', 'Stephen    Snyder', '(Translator)']",3.95,32708,"Natsuo Kirino's novel tells a story of random violence in the staid Tokyo suburbs, as a young mother who works a night shift making boxed lunches brutally strangles her deadbeat husband and then seeks the help of her co-workers to dispose of the body and cover up her crime.The ringleader of this cover-up, Masako Katori, emerges as the emotional heart of Out and as one of t",400
"['Historical', 'Historical Fiction']",Lust for Life,['Irving Stone'],4.16,26216,"Lust for Life is the classic fictional re-telling of the incredible life of Vincent Van Gogh. ""Vincent is not dead. He will never die. His love, his genius, the great beauty he has created will go on forever, enriching the world... He was a colossus... a great painter... a great philosopher... a martyr to his love of art. ""Walking down the streets of Paris the young Vincen",431
"['Fantasy', 'Young Adult']",Tithe,['Holly Black'],3.71,92152,"Welcome to the realm of very scary faeries!Sixteen-year-old Kaye is a modern nomad. Fierce and independent, she travels from city to city with her mother's rock band until an ominous attack forces Kaye back to her childhood home. There, amid the industrial, blue-collar New Jersey backdrop, Kaye soon finds herself an unwilling pawn in an ancient power struggle between two r",332
"['Young Adult', 'Fiction']","Love, Stargirl",['Jerry Spinelli'],3.82,40293,"LOVE, STARGIRL picks up a year after Stargirl ends and reveals the new life of the beloved character who moved away so suddenly at the end of Stargirl. The novel takes the form of ""the world's longest letter,"" in diary form, going from date to date through a little more than a year's time. In her writing, Stargirl mixes memories of her bittersweet time in Mica, Arizona, wi",288
"['Fiction', 'Thriller']",Casino Royale,['Ian Fleming'],3.75,80040,"British Secret Service agent James Bond, a.k.a. 007, is sent to France to play in a high-stakes baccarat game in an effort to take down Le Chiffre, a financier for the villainous SMERSH. Things get more complicated when he is partnered with Vesper Lynd, a beautiful and smart MI6 employee with a dark secret. Bond is one of the most iconic characters in 20th-century literatu",192
"['Fantasy', 'Childrens']",The School for Good and Evil,"['Soman Chainani', 'Iacopo Bruno', '(Illustrator)']",4.02,77853,"The first kidnappings happened two hundred years before. Some years it was two boys taken, some years two girls, sometimes one of each. But if at first the choices seemed random, soon the pattern became clear. One was always beautiful and good, the child every parent wanted as their own. The other was homely and odd, an outcast from birth. An opposing pair, plucked from yo",544
"['Fantasy', 'Young Adult']",Secrets of the Dragon Sanctuary,['Brandon Mull'],4.38,79680,"Brace yourself for a shocking secret.Two hidden artifacts have been found. Three more remain unrecovered. More preserves face destruction as the Society of the Evening Star relentlessly pursues new talismans. Reading in Patton’s Journal of Secrets, Kendra learns the location of the key to a vault housing one of the artifacts. In order to retrieve it, the Knights of the Daw",535
"['Fantasy', 'Young Adult']",Sentinel,['Jennifer L. Armentrout'],4.46,37365,"It's a beautiful day for a war.As the mortal world slowly slips into chaos of the godly kind, Alexandria Andros must overcome a stunning defeat that has left her shaken and in doubt of their ability to end this war once and for all.And with all the obstacles between Alex and her happily-ever-after with the swoonworthy Aiden St. Delphi, they must now trust a deadly foe as t",297
"['Fiction', 'Epic']",The Beagle and the Hare,['Kevin Moccia'],4.39,744,"Sullivan County has a beyond thriving rabbit population. The Hobbs family farm, White House purveyor since 1897, is patrolled by fifteen and seven eights inch beagle, the seventh generation of its line. The beagle, born with a cannon ball thick scull, and teeth he honed on deer bones, is a canine assassin, who makes friends with his sworn enemy, a Flemish hare, a scholarly",116
"['Fantasy', 'Young Adult']",Fairest,['Gail Carson Levine'],3.88,63276,"In the kingdom of Ayortha, who is the fairest of them all? Certainly not Aza. She is thoroughly convinced that she is ugly. What she may lack in looks, though, she makes up for with a kind heart, and with something no one else has-a magical voice. Her vocal talents captivate all who hear them, and in Ontio Castle they attract the attention of a handsome prince - and a dang",326
"['Economics', 'Finance']",The Richest Man in Babylon,['George S. Clason'],4.25,140223,"Beloved by millions, this timeless classic holds the key to all you desire and everything you wish to accomplish. This is the book that reveals the secret to personal wealth. The Success Secrets of the Ancients—An Assured Road to Happiness and Prosperity Countless readers have been helped by the famous “Babylonian parables,” hailed as the greatest of all inspirational work",194
"['Fiction', 'War']",Tree of Smoke,['Denis Johnson'],3.54,17048,"This is the story of Skip Sands—spy-in-training, engaged in Psychological Operations against the Vietcong—and the disasters that befall him thanks to his famous uncle, a war hero known in intelligence circles simply as the Colonel. This is also the story of the Houston brothers, Bill and James, young men who drift out of the Arizona desert into a war in which the line betw",614
"['Fantasy', 'Fiction']",Furies of Calderon,['Jim Butcher'],4.10,103967,"In this extraordinary fantasy epic, the #1 New York Times bestselling author of the Dresden Files leads readers into a world where the fate of the realm rests on the shoulders of a boy with no power to call his own ...For a thousand years, the people of Alera have united against the aggressive and threatening races that inhabit the world, using their unique bonds with the",688
"['Nonfiction', 'Autobiography']",Lucky,['Alice Sebold'],3.77,100606,"In a memoir hailed for its searing candor and wit, Alice Sebold reveals how her life was utterly transformed when, as an eighteen-year-old college freshman, she was brutally raped and beaten in a park near campus. What propels this chronicle of her recovery is Sebold's indomitable spirit - as she struggles for understanding (""After telling the hard facts to anyone, from lo",243
"['Fantasy', 'Fiction']",Ship of Destiny,['Robin Hobb'],4.20,65286,"As Bingtown slides toward disaster, clan matriarch Ronica Vestrit, branded a traitor, searches for a way to bring the city's inhabitants together against a momentous threat. Meanwhile, Althea Vestrit, unaware of what has befallen Bingtown and her family, continues her perilous quest to track down and recover her liveship, the ""Vivacia, ""from the ruthless pirate Kennit.  Bo",789
"['Young Adult', 'Science Fiction']",Lies,['Michael  Grant'],4.08,62486,"It's been seven months since all the adults disappeared. Gone.It happens in one night. A girl who died now walks among the living; Zil and the Human Crew set fire to Perdido Beach; and amid the flames and smoke, Sam sees the figure of the boy he fears the most: Drake. But Drake is dead. Sam and Caine defeated him along with the Darkness—or so they thought.As Perdido Beach",447
"['Classics', 'Fiction']",A Hero of Our Time,"['Mikhail Lermontov', 'Paul Foote', '(Translator, Introduction)']",4.11,51041,"In its adventurous happenings, its abductions, duels, and sexual intrigues, A Hero of Our Time looks backward to the tales of Sir Walter Scott and Lord Byron, so beloved by Russian society in the 1820s and '30s. In the character of its protagonist, Pechorin, the archetypal Russian antihero, Lermontov's novel looks forward to the subsequent glories and passion of Russian li",185
